student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,drug_use,focus_index,burnout_level,productivity_score,exam_score
179,18.0,Male,Postgraduate,5.73,1.6,1.52,2.36,2.26,8.46,5.21,33.0,445.0,Yes,1.0,Poor,6.0,,39.37,38.31,53.15,18.0
180,,,,,,,,,,,,,,,,,,48.75,,,
181,22.0,Male,High School,3.38,1.72,1.33,1.33,0.0,4.0,7.8,52.0 min,210.0,no,0.0,Good,1.0,,18.42,50.29,5.34,8.01
182,17.0,,,3.54,1.83,1.97,,2.36,,,67.0,,,0.0,,10.0,,40.96,39.33,61.7,27.56
183,25.0,Male,High School,4.47,2.59,2.48,4.96,3.39,6.9,9.03,124.0,429.0,Yes,1.0,Average,2.0,0.0,22.98,74.27,16.0,2.4
184,23.0,Other,Postgraduate,3.93,2.35,2.11,2.37,4.94,6.15,9.81,71.0,89.0,No,1.0,Good,8.0,,30.73,53.84,37.81,15.64
185,18.0,Other,High School ,2.76,0.16,3.5,4.05,0.71,7.08,8.59,59.0,200.0,Yes,0.0,Good,9.0,,19.51,46.67,36.05,13.77
186,17.0,Other,Undergraduate,5.22,2.26,0.05,3.13,0.88,6.23,2.01,101.0,298.0,Yes,0.0,Good,3.0,1.0,27.46,34.07,34.16,18.26
187,25.0,Female,Undergraduate,5.38,0.69,2.76,3.11,1.73,6.69,1.86,104.0,458.0,Yes,1.0,Poor,10.0,,34.98,50.94,55.79,34.51
188,20.0,Female,Postgraduate,3.43,1.1,3.0,0.47,2.09,6.76,10.11,101.0,15.0,No,0.0,Poor,10.0,,34.72,33.48,59.86,31.85
189,25.0,Male,High School,3.41,2.29,2.25,4.75,3.34,6.11,4.29,13.0,405.0,no,0.0,Poor,4.0,,19.6,38.56,32.9,20.2
190,16.0,Other,Postgraduate,4.26,2.69,1.82,2.17,1.94,7.63,7.05,140.0,92.0,No,1.0,Good,5.0,1.0,24.57,35.25,34.67,15.71
191,22.0,Male,High School,2.76,1.08,0.75,2.56,0.0,9.3,8.19,125.0,438.0,Yes,1.0,Good,1.0,,21.48,47.84,16.66,14.92
192,17.0,Female,High School,8.13,1.78,1.16,3.18,1.1,6.33,6.92,95.0,69.0,No,0.0,Poor,6.0,,39.91,29.08,62.62,37.69
193,19.0,Female,Undergraduate ,2.05,2.97,1.9,3.03,3.07,8.02,6.22,42.0 min,73.0,No,1.0,Average,8.0,1.0,40.77,52.02,42.48,21.73
194,17.0,Male,Undergraduate,5.69,1.66,0.81,3.85,2.81,5.88,5.45,31.0,444.0,Yes,1.0,Good,5.0,1.0,23.86,69.67,28.92,8.34
195,16.0,Male,Postgraduate,5.1,3.87,,,2.24,7.73,4.72,96.0,375.0,No,,Good,,,31.89,26.66,,23.99
196,20.0,Female,Undergraduate,4.34,1.57,1.28,1.7,1.45,7.54,8.1,10.0,225.0,No,0.0,Good,1.0,1.0,28.28,26.83,34.96,18.84
197,19.0,Female,Postgraduate,,2.59,0.2,3.9,0.77,7.57,8.32,7.0,207.0,No,0.0,Average,2.0,,31.8,38.42,34.28,13.24
198,21.0,Male,Postgraduate,4.67,2.0,1.37,3.83,1.39,6.54,3.18,75.0,301.0,No,0.0,Average,4.0,,21.48,35.02,33.52,4.81
199,,,Undergraduate,,,,,,,,,,,0.0,,3.0,,16.77,,,
200,21.0,Female,Postgraduate,2.43,2.25,1.39,0.4,2.13,7.85,4.03,144.0 min,362.0,Yes,0.0,Average,7.0,,27.99,27.96,34.69,11.09
201,24.0,Other,High School,4.71,3.77,2.6,3.17,3.18,6.18,4.07,50.0,5.0,No,0.0,Good,4.0,,23.8,27.55,39.17,17.41
202,24.0,Female,Postgraduate,5.46,1.63,2.98,5.11,0.77,7.36,8.96,74.0,303.0,No,0.0,Poor,10.0,1.0,32.4,36.77,62.81,41.46
203,23.0,Female,Undergraduate,4.81,3.75,2.46,0.56,0.0,7.23,7.11,38.0,78.0,no,0.0,Good,3.0,,40.88,31.53,31.04,25.67
204,24.0,Other,Undergraduate,5.42,3.84,2.58,0.69,0.65,8.52,2.47,124.0,389.0,yes,0.0,Good,6.0,,48.59,21.39,56.41,46.44
205,,,,,,,,,7.89,8.2,,205.0,,,Good,10.0,1.0,36.9,,,43.08
206,24.0,Female,High School,5.59,2.74,1.61,3.35,3.61,5.94,5.32,76.0,315.0,no,1.0,Average,7.0,,31.03,48.62,55.2,22.77
207,18.0,Female,Undergraduate,2.68,1.96,3.07,2.88,0.53,7.73,5.16,10.0,,Yes,0.0,Good,7.0,,25.38,37.14,33.08,
208,,Other,Undergraduate,3.85,3.09,3.36,2.13,,5.09,7.39,97.0 min,413.0,,0.0,Average,4.0,,21.66,41.97,26.95,
209,17.0,Male,Postgraduate ,6.61,3.21,2.49,2.45,,5.96,11.81,109.0 min,59.0,Yes,0.0,,,0.0,48.99,56.33,68.99,39.19
210,,Female,High School ,6.77,,,,3.01,,,,,,,Poor,,,,,,
211,18.0,Male,Postgraduate,2.19,2.9,2.12,3.41,0.3,6.91,4.38,79.0,385.0,No,1.0,Good,1.0,,7.61,35.4,8.3,1.0
212,18.0,Female,Postgraduate,7.48,1.72,1.76,2.54,1.03,6.42,3.17,89.0,392.0,Yes,1.0,Good,3.0,1.0,32.82,54.37,42.52,27.55
213,18.0,Male,High School,4.95,1.58,1.5,2.19,2.57,6.59,9.27,78.0,358.0,Yes,1.0,Poor,7.0,1.0,40.81,68.02,39.48,11.15
214,18.0,Other,High School,5.72,1.18,2.12,1.32,2.78,7.44,6.29,134.0,461.0,Yes,1.0,Poor,3.0,,22.37,58.88,30.46,8.28
215,23.0,Female,High School ,4.46,4.03,0.71,4.14,2.86,10.0,7.59,12.0,324.0,yes,1.0,Good,2.0,,20.42,52.43,21.61,11.45
216,18.0,Female,Postgraduate ,2.62,3.89,1.51,1.29,1.93,7.43,9.16,73.0,413.0,no,0.0,Poor,5.0,,32.51,36.38,33.81,21.56
217,18.0,Male,High School ,4.09,3.74,2.27,3.56,1.67,7.05,2.78,71.0,127.0,Yes,0.0,Good,9.0,,35.7,38.69,53.56,40.37
218,,Female,High School,8.33,4.84,0.18,1.27,0.0,8.47,9.72,109.0,67.0,No,,Poor,5.0,,52.21,26.6,72.1,44.61
219,17.0,Male,Postgraduate ,6.42,1.91,0.53,3.64,2.35,8.61,5.46,77.0,232.0,No,1.0,Poor,6.0,,35.83,26.55,57.79,43.59
220,24.0,Female,Postgraduate,2.77,1.37,0.01,2.61,2.89,7.01,4.66,115.0,3.0,No,1.0,Good,7.0,1.0,18.5,33.19,33.03,22.37
221,22.0,Female,Undergraduate,3.42,1.58,2.84,2.61,3.63,6.77,6.9,102.0,57.0,Yes,0.0,Good,8.0,0.0,30.25,37.57,45.84,25.75
222,17.0,Male,High School ,5.99,3.04,1.89,1.4,3.15,4.98,7.76,118.0,185.0,No,1.0,Good,4.0,,29.8,62.21,30.18,7.61
223,22.0,Male,Undergraduate,1.64,0.58,1.0,3.11,3.23,4.41,4.86,149.0,411.0,no,0.0,Good,2.0,1.0,1.0,52.23,2.04,1.0
224,24.0,Other,High School,1.24,4.08,1.28,1.91,2.06,9.74,3.47,56.0,110.0,yes,1.0,Poor,8.0,,39.96,38.65,28.36,24.91
225,24.0,Male,Undergraduate,4.48,1.0,1.18,2.23,2.34,9.23,10.29,35.0,342.0,no,1.0,Good,4.0,0.0,31.1,42.91,29.48,13.29
226,16.0,Male,Postgraduate ,1.62,0.78,2.11,4.94,0.94,6.87,6.02,34.0,94.0,No,1.0,Good,4.0,1.0,8.1,41.13,6.33,1.0
227,,,,,,,,,,,,261.0,Yes,,,,,,,,
228,18.0,Male,Undergraduate,5.77,0.0,1.82,0.0,0.36,7.61,6.41,106.0,475.0,Yes,1.0,Average,6.0,1.0,35.85,46.34,41.17,30.62
229,22.0,Female,High School,4.4,3.9,1.31,4.1,1.15,7.75,3.64,7.0,188.0,No,0.0,Average,10.0,,31.56,24.54,54.47,26.99
230,16.0,Other,Undergraduate,4.91,1.89,2.36,3.95,1.97,8.82,10.33,139.0,207.0,No,1.0,Poor,9.0,,41.14,41.03,56.13,37.69
231,22.0,Female,Postgraduate,4.17,4.52,2.65,5.96,1.09,6.97,6.74,82.0 min,63.0,No,1.0,Average,7.0,1.0,33.29,45.22,54.1,30.1
232,,,,,,,,,,,,,,,,,0.0,,,,12.05
233,,,,,,,,,,,,,yes,1.0,,,,,,,
234,16.0,Female,High School,6.69,3.55,1.99,3.86,1.85,5.74,3.52,39.0,7.0,No,1.0,Poor,3.0,1.0,29.38,51.35,36.04,25.17
235,19.0,Male,Postgraduate,5.81,1.78,1.46,4.34,1.49,6.9,,66.0,,Yes,0.0,Good,1.0,,,45.32,32.89,9.84
236,25.0,Female,Undergraduate,5.47,3.63,1.94,5.18,,7.59,3.36,141.0,296.0,no,0.0,Poor,7.0,0.0,37.91,12.1,61.35,34.5
237,,Male,Postgraduate,,,,,,,,71.0 min,151.0,,,,,,,,,
238,24.0,Female,Postgraduate,3.02,1.21,2.25,2.88,0.0,7.72,4.75,83.0,205.0,yes,0.0,Poor,10.0,,34.18,37.79,51.51,32.16
239,20.0,,,,,,,,,,134.0,,,,,,,,,,
240,21.0,Female,High School,6.38,,,3.49,4.21,6.73,,,343.0,No,0.0,Good,9.0,,29.67,27.37,61.46,34.68
241,19.0,,,,,2.55,,,,,,486.0,,,,,,10.33,,,
242,,,Postgraduate ,3.07,,1.96,,,,,,472.0,,,,,,,,,
243,21.0,Other,High School,2.35,1.39,1.44,2.83,0.0,7.74,6.42,39.0,379.0,no,1.0,Good,10.0,,36.72,41.66,53.4,29.3
244,25.0,Other,Postgraduate,6.24,1.02,2.22,3.04,,7.04,3.24,52.0,114.0,Yes,1.0,Good,1.0,,20.34,52.42,29.35,
245,16.0,Male,Undergraduate,4.72,1.8,1.05,2.1,1.38,5.24,8.31,108.0,481.0,Yes,0.0,Poor,1.0,1.0,7.86,59.54,17.52,1.0
246,,,,,,,,,,,,,,0.0,Average,,1.0,,,,
247,25.0,Female,Postgraduate ,6.12,2.15,3.8,4.85,0.0,6.63,5.63,96.0,69.0,No,0.0,Poor,2.0,1.0,22.87,17.73,43.69,23.44
248,19.0,Female,Postgraduate ,3.28,1.82,3.3,2.31,2.56,6.58,10.61,46.0,448.0,no,1.0,Poor,6.0,,27.4,71.88,30.92,7.38
249,21.0,Male,Postgraduate,5.25,3.09,0.79,4.0,0.0,7.75,8.47,63.0,170.0,No,1.0,Poor,2.0,,19.86,47.05,31.78,8.28
250,22.0,Male,High School ,3.64,1.73,3.47,2.3,1.71,6.76,5.72,17.0,212.0,No,0.0,Poor,6.0,,37.84,31.65,46.81,29.87
251,20.0,Female,Postgraduate,3.6,2.62,2.24,3.69,1.19,6.3,6.12,44.0,283.0,no,0.0,Good,8.0,,36.39,40.59,40.64,21.47
252,23.0,Female,Postgraduate,3.35,0.78,3.23,2.31,2.76,4.07,,119.0,400.0,No,0.0,Poor,8.0,,17.71,59.32,24.47,5.45
253,25.0,Female,Undergraduate,7.45,3.22,2.18,1.42,1.58,6.27,3.52,2.0,330.0,Yes,0.0,Poor,7.0,,48.52,46.54,66.62,33.22
254,23.0,Other,High School,3.23,2.59,3.09,0.17,2.18,5.9,5.4,132.0,247.0,,,Average,10.0,,,70.96,43.57,
255,25.0,Female,Postgraduate,1.04,1.9,1.43,2.55,3.27,6.35,6.79,6.0,,,1.0,Good,1.0,,8.22,67.01,1.0,1.0
256,23.0,Female,Postgraduate,,2.74,,,2.18,4.0,3.06,51.0,409.0,no,0.0,Poor,10.0,1.0,29.22,46.86,44.72,28.42
257,23.0,Male,Postgraduate,3.18,3.88,3.04,1.4,1.12,7.61,6.35,35.0 min,496.0,No,0.0,Good,2.0,0.0,30.24,36.48,28.42,6.64
258,17.0,Female,Postgraduate,1.94,2.32,1.73,1.12,1.95,6.97,7.54,112.0,116.0,Yes,0.0,Average,2.0,1.0,17.81,37.36,13.81,7.37
259,19.0,Other,Postgraduate,4.86,3.55,3.26,4.65,3.73,6.61,4.82,17.0,298.0,No,0.0,Good,10.0,,26.14,29.23,57.57,41.34
260,23.0,Male,Undergraduate,5.54,3.34,4.01,4.49,1.84,8.53,3.31,44.0,12.0,No,0.0,Poor,2.0,1.0,26.3,18.67,36.56,20.1
261,23.0,Male,Postgraduate,2.43,3.37,1.8,3.3,1.96,5.95,9.18,74.0 min,252.0,No,1.0,Good,2.0,1.0,13.76,62.33,13.67,1.0
262,17.0,Female,Undergraduate,6.03,0.96,2.53,3.41,0.0,5.94,8.31,95.0,224.0,No,0.0,Poor,2.0,,27.55,31.79,40.34,24.62
263,17.0,Male,High School,4.49,2.96,3.96,0.28,1.76,7.64,6.59,10.0 min,222.0,No,0.0,Poor,10.0,,44.88,24.4,68.37,46.19
264,24.0,Male,Undergraduate,4.09,2.64,1.77,5.57,0.0,7.84,8.22,35.0,19.0,Yes,0.0,Poor,9.0,,28.25,29.61,54.04,28.91
265,19.0,Male,Postgraduate,3.76,0.66,1.98,4.38,1.22,6.15,5.71,39.0,54.0,No,,Good,6.0,,,40.4,27.18,
266,,,High School ,4.04,,2.34,,,,,,,,,Poor,,,,,,21.46
267,23.0,Male,Undergraduate,6.94,2.22,1.41,1.44,0.0,7.48,6.57,122.0,358.0,yes,0.0,Poor,10.0,,43.34,39.22,76.41,43.86
268,21.0,Female,Undergraduate,5.87,3.11,1.75,2.4,0.73,6.69,4.97,25.0,225.0,Yes,1.0,Good,4.0,,38.23,54.93,47.78,26.52
269,21.0,Male,Postgraduate,3.63,2.93,3.33,3.07,0.0,4.36,9.8,120.0,237.0,No,0.0,Good,4.0,,19.36,49.84,23.9,7.15
270,23.0,Female,Postgraduate,4.76,3.01,0.92,4.99,3.15,7.88,8.92,104.0,426.0,No,0.0,Good,10.0,,37.3,35.81,66.8,35.01
271,24.0,Other,Undergraduate,5.02,,0.62,5.5,2.01,6.38,6.43,54.0,491.0,No,1.0,Average,6.0,,10.87,,35.48,1.0
272,17.0,Female,Undergraduate ,2.45,1.44,0.0,4.31,0.39,7.8,7.88,41.0,245.0,Yes,1.0,Poor,2.0,,21.77,54.48,16.62,3.64
273,25.0,Male,Postgraduate,6.69,2.34,3.09,8.2,0.45,5.73,2.63,104.0,323.0,yes,1.0,Good,10.0,,45.24,51.96,65.13,28.16
274,20.0,Female,Undergraduate,,3.43,0.57,0.85,0.53,8.26,9.86,75.0,6.0,yes,1.0,Poor,6.0,,41.59,51.2,52.63,35.29
275,25.0,Female,High School ,4.84,2.57,1.75,1.79,1.47,7.2,5.89,20.0 min,134.0,Yes,1.0,Good,7.0,0.0,40.78,56.86,44.22,24.02
276,18.0,Male,High School,4.43,2.76,2.4,2.92,0.93,7.16,11.01,119.0,184.0,,,Average,6.0,,37.87,,43.19,26.69
277,21.0,Male,High School,6.21,3.03,0.85,2.59,1.18,7.21,5.38,49.0,493.0,No,0.0,Poor,6.0,,32.96,39.0,44.5,31.2
278,17.0,Male,Postgraduate,5.12,2.49,4.74,4.44,0.0,8.62,5.84,143.0,121.0,No,1.0,Average,3.0,,27.28,27.97,31.68,18.55
279,16.0,Other,High School,3.49,3.95,2.53,4.52,2.36,6.64,5.07,149.0,33.0,Yes,0.0,Average,8.0,,,,38.83,16.57
280,23.0,Female,Postgraduate,3.84,1.37,0.77,2.85,2.18,6.2,5.75,46.0,85.0,Yes,0.0,Average,8.0,,31.52,43.64,40.55,24.0
281,19.0,Other,High School,3.06,2.03,1.81,6.16,0.87,5.94,1.0,20.0,338.0,no,0.0,Poor,3.0,,10.03,23.71,18.83,19.19
282,23.0,Male,Undergraduate,3.3,2.21,,1.81,,7.67,6.22,84.0,248.0,Yes,0.0,Average,6.0,,34.35,35.51,32.22,15.14
283,19.0,Male,Postgraduate,7.12,2.77,3.86,2.77,1.29,7.5,2.75,44.0,161.0,No,1.0,Poor,2.0,,31.07,32.75,43.14,33.19
284,18.0,Other,High School,7.23,1.97,3.13,2.8,2.06,6.18,9.83,10.0,433.0,No,0.0,Poor,7.0,,35.48,53.5,61.49,31.32
285,22.0,Other,Postgraduate,6.46,2.35,1.53,1.68,1.95,6.28,4.32,25.0 min,99.0,yes,1.0,Good,8.0,0.0,35.25,57.39,46.53,21.07
286,21.0,Male,High School,4.06,2.01,2.25,3.31,0.41,6.68,6.84,56.0,57.0,No,1.0,Average,6.0,,26.27,43.97,38.36,5.29
287,22.0,Female,Postgraduate,5.15,1.51,4.8,2.1,0.97,8.15,3.01,136.0,214.0,yes,0.0,Poor,10.0,,46.06,30.63,62.66,32.45
288,24.0,Female,High School ,4.35,2.89,1.21,2.62,0.82,5.28,5.55,26.0,478.0,No,0.0,Good,1.0,1.0,17.52,40.98,28.06,9.68
289,25.0,Male,Undergraduate,5.56,2.47,1.47,1.18,0.79,7.08,8.5,18.0,222.0,No,1.0,Good,1.0,,25.73,46.6,25.39,12.22
290,16.0,Male,Undergraduate,4.66,2.01,3.16,1.95,3.01,6.73,9.47,100.0,164.0,Yes,0.0,Poor,9.0,,46.11,36.81,53.45,29.01
291,18.0,Male,Postgraduate,4.95,2.5,2.04,2.18,1.02,6.16,5.74,119.0,405.0,No,1.0,Poor,3.0,,21.3,46.12,27.43,5.95
292,25.0,Female,Undergraduate ,5.87,1.05,4.05,3.73,0.0,7.37,5.62,140.0,38.0,Yes,1.0,Average,8.0,,31.24,46.96,53.38,27.49
293,,,,,,2.59,3.83,,,,,,,,,,,,,,
294,,Male,,,0.53,1.78,,2.04,7.7,8.28,108.0 min,245.0,no,1.0,Average,2.0,1.0,16.04,39.95,30.86,10.87
295,17.0,Male,High School,2.32,3.99,0.54,3.52,1.64,6.84,8.03,114.0,236.0,No,0.0,Average,4.0,,13.83,33.85,14.88,
296,17.0,Male,Undergraduate,4.67,3.78,0.32,0.71,2.28,8.12,6.6,,163.0,Yes,0.0,Good,3.0,,34.27,36.64,31.88,15.23
297,,Male,Postgraduate,2.41,1.13,1.72,2.01,3.05,7.36,5.23,124.0,28.0,Yes,0.0,Average,,,24.17,30.28,35.15,25.86
298,25.0,Female,High School ,8.13,0.72,1.78,0.65,0.68,5.92,8.82,3.0,366.0,Yes,1.0,Good,2.0,,26.13,66.47,35.6,12.47
299,19.0,Male,Undergraduate,7.02,3.47,0.4,2.07,1.37,4.95,3.91,30.0,34.0,No,0.0,Average,9.0,1.0,42.11,44.14,62.16,36.24
300,22.0,Male,Postgraduate,6.61,1.85,2.61,3.07,1.08,5.32,5.28,36.0,31.0,Yes,0.0,Good,6.0,0.0,27.66,52.5,43.63,22.57
301,23.0,Female,High School,4.94,4.01,3.09,3.27,2.93,5.74,5.63,94.0,250.0,no,0.0,Good,4.0,1.0,26.77,22.21,41.21,22.85
302,24.0,Male,Postgraduate,5.53,2.62,3.47,3.85,0.99,4.56,5.13,131.0,130.0,No,0.0,Average,6.0,,25.67,41.82,43.48,25.62
303,24.0,,,1.98,,,,,8.41,,,275.0,,,,,1.0,,39.15,,
304,25.0,Male,Postgraduate ,5.03,0.96,4.07,3.23,1.83,8.32,8.49,70.0,295.0,no,1.0,Poor,6.0,1.0,36.06,39.92,47.75,32.19
305,25.0,Female,Postgraduate,0.0,2.45,3.58,2.97,1.19,7.78,8.63,87.0,0.0,No,1.0,Good,1.0,,10.49,41.19,1.0,1.0
306,20.0,Male,Postgraduate,5.76,2.45,2.71,2.63,1.51,7.41,5.95,83.0,91.0,Yes,1.0,Average,10.0,,48.81,53.91,57.85,35.03
307,,,,,,,,1.65,7.94,,,,,,,,,,,,5.96
308,21.0,Male,Undergraduate,5.41,3.98,2.63,3.59,0.0,5.43,7.83,40.0 min,7.0,no,1.0,Average,2.0,,22.96,44.99,26.17,15.39
309,20.0,Male,Undergraduate,6.31,1.8,2.3,3.89,2.51,7.56,6.18,148.0,484.0,yes,0.0,Good,6.0,,27.4,34.11,53.9,34.24
310,25.0,,,6.64,,,,1.93,6.59,4.69,,,,,,8.0,,,,,
311,19.0,Female,Undergraduate,5.24,1.27,0.0,5.14,1.26,6.07,8.46,30.0,474.0,No,0.0,Average,1.0,,16.62,40.27,22.31,16.92
312,23.0,Male,Undergraduate,4.34,1.54,1.71,4.46,0.1,9.25,8.86,130.0,51.0,No,1.0,Average,5.0,,38.69,26.79,50.82,31.56
313,25.0,Male,High School,4.0,3.8,3.18,1.95,0.0,6.38,7.66,125.0,295.0,No,1.0,Average,4.0,,31.83,54.11,27.35,11.05
314,16.0,Female,High School,6.43,2.61,0.88,1.76,0.32,6.33,6.58,43.0,104.0,yes,0.0,Good,8.0,0.0,43.38,40.65,56.41,34.7
315,17.0,Female,Undergraduate,5.42,1.54,1.59,5.29,3.12,9.83,13.26,100.0,44.0,No,0.0,Poor,10.0,,31.84,23.99,52.7,36.19
316,25.0,Other,Undergraduate,4.6,3.99,2.46,3.39,1.84,6.53,5.53,149.0,269.0,yes,1.0,Average,9.0,,50.27,59.09,47.42,32.45
317,16.0,Other,Postgraduate ,3.14,2.8,1.29,1.16,2.24,6.57,7.56,57.0,325.0,No,0.0,Good,10.0,,38.18,29.46,49.24,32.39
318,20.0,Female,Undergraduate,3.57,2.78,3.96,4.24,0.0,7.15,5.66,48.0,45.0,yes,0.0,Average,8.0,1.0,41.16,41.89,51.66,22.42
319,,,,5.27,,,,2.12,,,,,,,,,,,,,
320,16.0,Other,High School ,5.88,3.85,2.13,2.08,1.92,8.16,9.46,118.0,143.0,yes,1.0,Average,8.0,0.0,43.39,51.73,53.59,29.18
321,16.0,Male,Undergraduate,4.72,4.19,2.6,4.52,1.54,7.2,6.77,111.0,25.0,No,1.0,Average,10.0,,48.21,41.0,57.49,35.08
322,25.0,Male,Postgraduate,2.88,1.21,1.68,3.52,3.12,7.91,3.26,83.0 min,270.0,No,0.0,Good,3.0,1.0,16.38,23.55,19.91,5.24
323,19.0,Female,Postgraduate ,6.02,2.97,0.52,3.98,1.13,8.89,3.8,8.0,125.0,Yes,0.0,Poor,5.0,,36.51,35.64,46.47,37.65
324,19.0,,Postgraduate ,6.99,2.23,0.92,3.31,,9.56,2.18,1.0 min,415.0,no,,Average,,,50.63,,55.6,35.28
325,18.0,Female,Postgraduate,1.81,3.54,2.67,1.38,1.27,8.32,8.24,91.0,230.0,Yes,1.0,Good,2.0,,24.16,45.61,7.09,1.0
326,,,,2.86,,,,,7.46,,,345.0,,,,,,,,,
327,17.0,Female,Undergraduate,2.76,2.69,2.46,4.3,4.17,6.68,5.35,44.0,,No,1.0,Poor,8.0,,22.71,,31.37,11.63
328,16.0,Female,Postgraduate,6.37,2.81,0.73,4.22,2.05,6.96,6.16,133.0,488.0,no,0.0,Good,10.0,1.0,40.94,43.8,69.62,37.02
329,25.0,Female,Undergraduate,4.6,2.68,2.7,3.77,2.54,6.42,6.58,53.0,35.0,No,0.0,Average,7.0,,29.12,29.85,44.93,21.74
330,24.0,Female,Postgraduate,5.66,3.12,3.59,2.16,1.13,5.91,5.67,30.0,461.0,Yes,1.0,Poor,4.0,,27.16,61.49,32.34,10.75
331,24.0,Female,High School,4.77,1.87,3.79,5.67,1.55,6.27,5.97,94.0,41.0,yes,1.0,Poor,3.0,,12.27,50.25,26.03,1.28
332,25.0,Male,High School,2.66,4.31,1.38,3.12,0.0,8.29,4.91,74.0 min,394.0,no,1.0,Average,2.0,,24.09,40.08,12.95,10.01
333,20.0,Female,High School,2.99,1.61,2.57,0.0,1.26,7.42,3.36,8.0,111.0,yes,0.0,Average,2.0,0.0,23.96,23.05,30.22,9.86
334,,,,10.55,1.37,,,,,,,,,,Good,,,,,,
335,19.0,Female,High School,3.33,3.34,0.0,0.49,0.06,6.06,10.14,108.0,57.0,yes,1.0,Poor,10.0,,35.45,66.44,27.63,12.2
336,17.0,Female,Undergraduate,1.83,3.26,3.16,5.44,2.72,6.91,8.1,3.0,44.0,Yes,0.0,Average,7.0,,21.82,41.52,23.6,14.0
337,20.0,Male,Postgraduate,3.7,1.66,1.26,3.13,2.86,6.98,11.16,11.0,161.0,Yes,0.0,Average,2.0,,18.04,58.76,13.6,3.72
338,20.0,Male,High School,1.87,3.78,2.47,1.72,0.0,6.53,9.82,138.0,481.0,no,0.0,Poor,4.0,,22.38,34.97,20.12,10.04
339,25.0,Other,Undergraduate,5.79,0.0,1.6,2.59,3.3,6.04,5.1,41.0,14.0,No,1.0,Poor,1.0,,15.26,52.63,21.11,6.9
340,24.0,Male,High School,,1.66,2.24,,0.12,6.99,6.65,44.0 min,173.0,no,1.0,Average,,,22.27,41.23,28.18,
341,19.0,Other,High School,2.61,5.42,2.63,5.16,2.24,7.16,5.88,114.0,378.0,yes,1.0,Average,6.0,,28.65,48.77,27.89,4.95
342,18.0,Male,High School,3.1,0.86,2.93,2.36,1.79,6.14,5.85,41.0,68.0,no,0.0,Average,6.0,,25.05,40.28,29.81,15.02
343,17.0,Female,High School,7.82,0.42,1.45,2.76,5.64,7.53,5.16,104.0,366.0,yes,0.0,Average,10.0,,39.99,32.02,70.92,34.51
344,,,,,,,,,,,,,,,,,,37.53,,,
345,24.0,Male,Postgraduate,1.9,2.97,2.54,3.48,0.64,6.33,7.38,116.0,282.0,No,0.0,Poor,9.0,,22.25,27.19,29.58,7.77
346,22.0,Female,Postgraduate,7.39,0.79,1.43,1.71,2.48,7.28,8.9,110.0,124.0,Yes,1.0,Good,9.0,,40.25,59.06,62.86,37.75
347,,,Undergraduate ,,,,4.94,,6.16,6.85,,,,,,,0.0,,53.67,,
348,24.0,Male,High School,5.09,2.17,0.46,4.3,0.13,4.36,6.46,42.0 min,8.0,Yes,1.0,Average,2.0,,25.06,61.51,24.95,11.83
349,24.0,Female,Undergraduate,4.85,2.48,1.31,4.05,0.51,6.07,2.12,83.0 min,488.0,No,0.0,Good,9.0,,35.81,32.72,53.79,30.98
350,25.0,Male,Postgraduate,3.87,4.31,2.8,0.0,2.35,5.91,4.6,24.0,134.0,No,0.0,Poor,6.0,,27.36,24.99,50.27,18.74
351,,,,2.22,,3.34,,,7.2,,,,,,,4.0,0.0,,,,
352,17.0,Female,Postgraduate,6.6,3.44,1.7,2.65,1.48,6.45,11.12,33.0,9.0,Yes,1.0,Good,5.0,0.0,35.52,61.36,45.11,21.97
353,21.0,Male,High School,4.01,,1.94,3.16,0.27,7.0,9.83,10.0,16.0,,,Poor,2.0,0.0,23.22,64.98,18.04,1.0
354,23.0,Female,High School,6.76,0.09,2.83,4.55,0.6,8.45,7.73,109.0,33.0,yes,0.0,Good,8.0,0.0,36.84,34.18,53.22,33.91
355,20.0,Male,High School ,6.37,3.92,0.82,4.53,0.87,7.51,3.29,17.0,228.0,yes,0.0,Poor,10.0,,39.34,30.28,68.39,44.24
356,25.0,Female,High School,1.8,2.95,3.68,3.73,1.07,5.4,11.53,126.0 min,354.0,Yes,0.0,Average,4.0,,18.22,54.54,13.0,1.0
357,24.0,Other,Undergraduate,3.91,0.09,3.52,1.23,0.96,7.93,9.1,124.0,19.0,no,0.0,Good,4.0,,22.07,32.01,36.37,15.21
358,18.0,Male,Undergraduate ,7.56,2.13,2.86,1.77,3.06,7.27,6.89,49.0,433.0,Yes,0.0,Poor,1.0,,36.3,57.65,33.28,16.08
359,17.0,Female,Postgraduate,3.39,2.85,3.76,1.07,0.66,7.03,4.4,52.0,55.0,yes,0.0,Average,7.0,,33.94,27.52,42.66,18.55
360,17.0,Male,High School,2.57,3.95,1.71,1.63,1.82,8.7,9.5,77.0,448.0,No,0.0,Good,10.0,,43.46,34.81,37.45,33.8
361,,,Undergraduate,,,,,0.0,,,122.0,,,,,,,,,,
